# wind_disasters.csv,,,,,,,,,,
# file format as follows,,,,,,,,,,
# type,event_name ,num_killed ,damage ,start_year ,start_month ,start_day ,iso ,country_name ,region ,continent 
Typhoon ,Nina (Sisang) ,882,56000,1987,11,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Cart (Ising) ,5,5600,1987,8,13,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Phillis (Trining) ,22,8500,1987,12,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Susan (Biring) ,36,1000,1988,5,30,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Warren (Huaning) ,6,11516,1988,7,16,PHL ,Philippines ,South-east Asia ,Asia 
Tornado , ,0,0,1988,10,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ruby (Unsang) ,420,240500,1988,10,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Skip (Yoning) ,289,149060,1988,11,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Tess (Welpring) ,41,940,1988,11,1,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Gordon (Goring) ,97,61000,1989,7,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dan (Saling) ,58,59200,1989,10,9,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Elsie (Tasing) ,30,35400,1989,10,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Angela (Rubing) ,147,8000,1989,10,2,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Sarah (Openg) ,22,4300,1989,9,7,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Hunt (Unsing) ,11,325,1989,11,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Breda (Bining) ,13,2860,1989,5,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ofelia (Biring) & Percy ,64,0,1990,6,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Mike (Ruping) ,748,388500,1990,11,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Becky ,85,0,1990,8,28,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Abe ,85,0,1990,8,30,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dot ,0,0,1990,9,8,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Brendan ,2,0,1991,7,22,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ruth (Trining) ,65,311000,1991,10,27,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Thelma (Uring) ,5956,100000,1991,11,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Zeke (Etang) ,47,0,1991,7,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Amy ,4,0,1991,7,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Caitlin ,9,0,1991,7,26,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Mike (Ruping) ,754,435000,1991,11,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Eli (Konsing) ,22,0,1992,7,11,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Gary ,42,0,1992,7,20,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Gloring ,26,0,1992,8,16,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Omar (Lusing) ,11,0,1992,8,31,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Koryn (Goring) ,2,442,1993,6,26,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Flo (Kadiang) ,124,188000,1993,10,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Lola (Monang) and Manny (Naning) ,311,27000,1993,12,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nell (Puring) ,52,17000,1993,12,26,PHL ,Philippines ,South-east Asia ,Asia 
Storm , ,28,40000,1993,2,0,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Akang ,62,2400,1994,1,6,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Owen (Bising) ,15,0,1994,4,9,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Yunya (Norming) ,11,37600,1994,7,19,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Tim (Iliang) ,14,0,1994,7,7,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Sharon (Gading) ,2,0,1994,6,23,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Caitlin (Pasing) ,11,0,1994,8,2,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Luke (Weling) ,7,3900,1994,9,10,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Oyang ,39,1700,1994,7,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Teresa (Katring) ,14,67400,1994,10,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Axel (Garding) ,35,0,1994,12,23,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Vanessa ,3,0,1994,7,7,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kent (Gening) ,6,0,1995,8,28,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Nina (Helming) ,185,709000,1995,9,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Sybil (Mameng) ,184,30000,1995,9,30,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Angela (Rosing) ,882,244000,1995,11,3,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Zack (Pepang) ,146,2770,1995,10,28,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Dan (Trining) ,11,0,1995,12,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Gloria ,26,46000,1996,7,15,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Ernie ,12,4150,1996,11,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Winnie ,18,0,1997,8,19,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Bining ,30,2500,1997,5,27,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Ivan ,1,0,1997,10,20,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Vicky & Todd ,27,0,1998,9,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Zeb ,143,1150,1998,10,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Babs ,201,77100,1998,10,21,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Faith ,25,13000,1998,12,14,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Dan ,7,1800,1999,10,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Biring ,7,0,2000,5,18,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kirogi ,11,0,2000,7,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Kai-Tak (Edeng) ,55,2600,2000,7,7,PHL ,Philippines ,South-east Asia ,Asia 
Storm ,Maring ,3,0,2000,9,4,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Xangsane ,76,27450,2000,10,28,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Bebinca ,43,2600,2000,11,3,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Rumbia ,19,1400,2000,11,30,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Auring ,16,2100,2001,2,17,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Utor (Feria) ,223,37000,2001,7,0,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Lingling (Nanang) ,290,22700,2001,11,8,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Kajiki ,3,0,2001,12,5,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Chata'an ,33,1250,2002,7,6,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Halong ,62,5664,2002,7,13,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Rammasun ,7,0,2002,7,7,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Linfa (Chedeng) ,51,2292,2003,5,26,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Soudelor ,13,0,2003,6,15,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Imbudo ,21,26468,2003,7,19,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nida ,31,1000,2004,5,16,PHL ,Philippines ,South-east Asia ,Asia 
Tornado , ,7,0,2004,6,10,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Mindulle ,28,9700,2004,6,29,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Aere ,35,0,2004,8,25,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Muifa ,104,6000,2004,11,19,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Merbok (Violeta) ,29,0,2004,11,23,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Winnie ,1619,78200,2004,11,29,PHL ,Philippines ,South-east Asia ,Asia 
Typhoon ,Nanmadol ,8,34000,2004,12,2,PHL ,Philippines ,South-east Asia ,Asia 
Tropical storm ,Roke ,18,0,2005,3,17,PHL ,Philippines ,South-east Asia ,Asia 
Tornado , ,82,0,1928,7,6,POL ,Poland ,Rest of Europe ,Europe 
Storm , ,0,2000,1983,1,0,POL ,Poland ,Rest of Europe ,Europe 
Storm , ,5,0,2002,1,28,POL ,Poland ,Rest of Europe ,Europe 
Storm , ,2,0,2002,10,27,POL ,Poland ,Rest of Europe ,Europe 
Storm , ,0,0,2005,1,7,POL ,Poland ,Rest of Europe ,Europe 
Winter , ,0,0,2005,2,0,POL ,Poland ,Rest of Europe ,Europe 
Storm , ,11,0,1973,1,17,PRT ,Portugal ,European Union ,Europe 
Storm , ,0,0,1989,2,25,PRT ,Portugal ,European Union ,Europe 
Storm , ,4,0,2000,12,6,PRT ,Portugal ,European Union ,Europe 
Hurricane ,San Felipe ,300,50000,1928,9,0,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,San Ciprian ,225,30000,1932,9,0,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane , ,0,0,1960,9,0,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane , ,26,0,1975,9,0,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane , ,3,0,1979,8,0,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,Hugo ,0,0,1989,9,17,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane , ,0,0,1989,8,4,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,Luis ,0,0,1995,9,5,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,Hortense ,24,0,1996,9,10,PRI ,Puerto Rico ,Caribbean ,Americas 
Tropical storm ,Odette ,0,0,2003,12,9,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,Frances ,0,0,2004,8,31,PRI ,Puerto Rico ,Caribbean ,Americas 
Hurricane ,Jeanne ,2,0,2004,9,14,PRI ,Puerto Rico ,Caribbean ,Americas 
Cyclone , ,165,0,1948,1,26,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Hyacinthe ,25,67000,1980,1,27,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Kamisy ,0,0,1984,4,0,REU ,Reunion ,East Africa ,Africa 
Cyclone , ,10,2000,1987,2,13,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Firinga ,10,50000,1989,1,29,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Colina ,14,0,1993,1,18,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Connie ,2,0,2000,1,30,REU ,Reunion ,East Africa ,Africa 
Cyclone ,Dina ,0,0,2002,1,0,REU ,Reunion ,East Africa ,Africa 
Storm , ,6,0,1928,5,1,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,3,0,1993,5,24,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,0,0,1994,5,26,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,12,0,1997,6,20,ROM ,Romania ,Rest of Europe ,Europe 
Winter , ,14,0,2000,1,0,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,1,0,2004,6,13,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,7,0,2004,7,10,ROM ,Romania ,Rest of Europe ,Europe 
Storm , ,4,0,2004,7,22,ROM ,Romania ,Rest of Europe ,Europe 
Winter , ,3,0,2005,1,0,ROM ,Romania ,Rest of Europe ,Europe 
Winter , ,12,5800,1994,3,26,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,52,0,1995,3,15,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,10,0,1995,6,29,RUS ,Russia ,Russian Federation ,Europe 
Cyclone , ,3,0,1995,11,8,RUS ,Russia ,Russian Federation ,Europe 
Winter , ,83,44000,1995,11,8,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,8,160000,1998,6,21,RUS ,Russia ,Russian Federation ,Europe 
Cyclone , ,12,0,1999,9,1,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,0,17200,2001,5,15,RUS ,Russia ,Russian Federation ,Europe 
Winter , ,8,0,2001,3,3,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,2,0,2002,1,29,RUS ,Russia ,Russian Federation ,Europe 
Typhoon ,Hygos ,15,0,2002,10,2,RUS ,Russia ,Russian Federation ,Europe 
Typhoon ,Etau ,0,0,2003,8,8,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,0,0,2004,6,9,RUS ,Russia ,Russian Federation ,Europe 
Hurricane , ,6,6000,2004,7,22,RUS ,Russia ,Russian Federation ,Europe 
Typhoon ,Songda ,3,0,2004,9,10,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,0,0,2005,1,7,RUS ,Russia ,Russian Federation ,Europe 
Winter , ,0,0,2005,2,0,RUS ,Russia ,Russian Federation ,Europe 
Storm , ,250,0,1964,6,13,WSM ,Samoa ,Oceania ,Oceania 
Cyclone , ,10,600,1966,1,29,WSM ,Samoa ,Oceania ,Oceania 
Cyclone , ,0,238,1968,2,10,WSM ,Samoa ,Oceania ,Oceania 
Storm , ,0,31600,1983,7,0,WSM ,Samoa ,Oceania ,Oceania 
Cyclone ,Fili & Gina ,0,15500,1989,1,6,WSM ,Samoa ,Oceania ,Oceania 
Cyclone ,Ofa ,8,200000,1990,2,1,WSM ,Samoa ,Oceania ,Oceania 
Cyclone ,Val & Wasa ,13,278000,1991,12,7,WSM ,Samoa ,Oceania ,Oceania 
Cyclone ,Heta ,1,0,2004,1,5,WSM ,Samoa ,Oceania ,Oceania 
Cyclone ,Olaf ,9,0,2005,2,16,WSM ,Samoa ,Oceania ,Oceania 
Storm , ,0,0,1982,2,0,SAU ,Saudi Arabia ,West Asia ,Asia 
Tornado , ,165,0,1999,8,21,SEN ,Senegal ,West Africa ,Africa 
Tornado , ,22,0,1999,8,0,SEN ,Senegal ,West Africa ,Africa 
Storm , ,2,0,2004,5,25,SEN ,Senegal ,West Africa ,Africa 
Winter , ,0,0,2005,1,0,SRB ,Serbia Montenegro ,Rest of Europe ,Europe 
Tropical storm , ,0,0,2002,9,5,SYC ,Seychelles ,East Africa ,Africa 
Storm , ,1,3600,1975,6,21,SLE ,Sierra Leone ,West Africa ,Africa 
Storm , ,60,0,1984,7,26,SLE ,Sierra Leone ,West Africa ,Africa 
Storm , ,13,0,1999,6,0,SLE ,Sierra Leone ,West Africa ,Africa 
Storm , ,2,383300,2004,11,19,SVK ,Slovakia ,Rest of Europe ,Europe 
Cyclone , ,200,0,1956,0,0,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Angela ,3,0,1966,11,14,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Annie ,12,0,1967,11,11,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Becky ,1,0,1968,12,11,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Kerry ,2,0,1979,2,18,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Bernie ,0,0,1982,4,0,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Hina ,0,0,1985,3,14,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Namu ,101,20000,1986,5,19,SLB ,Solomon Is ,Oceania ,Oceania 
Storm , ,0,0,1992,0,0,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Nina ,4,0,1993,1,4,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Zoe ,0,0,2002,12,28,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Beni ,0,0,2003,1,26,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone ,Gina ,0,0,2003,6,5,SLB ,Solomon Is ,Oceania ,Oceania 
Cyclone , ,30,0,1994,11,0,SOM ,Somalia ,East Africa ,Africa 
Storm , ,35,0,1952,11,0,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,10,0,1983,11,24,ZAF ,South Africa ,Southern Africa ,Africa 
Cyclone ,Domoina; Imboa ,64,92000,1984,1,28,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,0,50000,1984,11,0,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,0,393000,1990,3,20,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,7,0,1993,4,10,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,2,0,1994,4,0,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,18,165000,1998,12,16,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,21,0,1999,1,18,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,5,25000,1999,8,29,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,1,0,2000,2,2,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,14,0,2001,1,30,ZAF ,South Africa ,Southern Africa ,Africa 
Tornado , ,0,0,2001,9,14,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,0,0,2002,1,8,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,0,41,2002,4,11,ZAF ,South Africa ,Southern Africa ,Africa 
Winter , ,17,0,2002,7,15,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,0,0,2003,8,18,ZAF ,South Africa ,Southern Africa ,Africa 
Storm , ,23,0,1923,7,10,SUN ,Soviet Union ,Russian Federation ,Europe 
Storm , ,0,0,1981,8,6,SUN ,Soviet Union ,Russian Federation ,Europe 
Storm , ,0,0,1983,6,0,SUN ,Soviet Union ,Russian Federation ,Europe 
Tornado , ,400,0,1984,6,0,SUN ,Soviet Union ,Russian Federation ,Europe 
Tornado , ,41,24000,1991,8,1,SUN ,Soviet Union ,Russian Federation ,Europe 
Storm , ,0,55000,1971,8,0,ESP ,Spain ,European Union ,Europe 
Storm , ,19,0,1973,1,17,ESP ,Spain ,European Union ,Europe 
Storm , ,3,1000,1984,9,0,ESP ,Spain ,European Union ,Europe 
Tropical storm ,Hortense ,6,1000000,1984,10,4,ESP ,Spain ,European Union ,Europe 
Storm , ,0,8000,1987,8,24,ESP ,Spain ,European Union ,Europe 
Storm , ,19,0,1989,2,26,ESP ,Spain ,European Union ,Europe 
Storm , ,14,0,1989,9,4,ESP ,Spain ,European Union ,Europe 
Winter , ,8,0,1990,12,11,ESP ,Spain ,European Union ,Europe 
Storm , ,12,0,1994,4,2,ESP ,Spain ,European Union ,Europe 
Storm , ,21,0,1997,11,6,ESP ,Spain ,European Union ,Europe 
Storm ,Martin ,5,0,1999,12,27,ESP ,Spain ,European Union ,Europe 
Storm , ,7,0,2000,12,5,ESP ,Spain ,European Union ,Europe 
Storm , ,7,0,2000,12,29,ESP ,Spain ,European Union ,Europe 
Storm , ,9,0,2001,11,10,ESP ,Spain ,European Union ,Europe 
Cyclone , ,200,0,1957,12,25,LKA ,Sri Lanka ,South Asia ,Asia 
Cyclone , ,206,37300,1964,12,22,LKA ,Sri Lanka ,South Asia ,Asia 
Cyclone , ,740,100000,1978,11,24,LKA ,Sri Lanka ,South Asia ,Asia 
Storm , ,0,0,1985,11,0,LKA ,Sri Lanka ,South Asia ,Asia 
Cyclone ,04B ,5,0,2000,12,24,LKA ,Sri Lanka ,South Asia ,Asia 
Storm , ,0,0,2001,5,23,SHN ,St Helena ,West Africa ,Africa 
Hurricane , ,0,0,1928,9,13,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Alice ,0,0,1955,1,2,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Klaus ,0,0,1984,11,0,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Hugo ,1,46000,1989,9,17,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Gustav ,0,0,1990,8,27,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Luis ,0,197000,1995,9,5,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Georges ,5,0,1998,9,20,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Lenny ,0,41400,1999,11,17,KNA ,St Kitts and Nevis ,Caribbean ,Americas 
Hurricane ,Abby ,0,0,1960,7,10,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Edith ,10,3465,1963,9,25,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Beulah ,0,3000,1967,9,7,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Allen ,9,87990,1980,7,31,LCA ,St Lucia ,Caribbean ,Americas 
Storm , ,0,1290,1983,9,0,LCA ,St Lucia ,Caribbean ,Americas 
Tropical storm ,Danielle ,0,0,1986,9,8,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Emily ,0,0,1987,9,0,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Gilbert ,45,1000000,1988,9,11,LCA ,St Lucia ,Caribbean ,Americas 
Tropical storm ,Debby ,4,0,1994,9,10,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Lenny ,0,0,1999,11,17,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Ivan ,0,0,2004,9,8,LCA ,St Lucia ,Caribbean ,Americas 
Hurricane ,Janet ,122,0,1955,9,23,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Tropical storm ,Beulah ,2,4500,1967,9,8,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane , ,0,16300,1980,7,31,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane ,Emily ,0,5300,1987,9,21,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane ,Lenny ,0,0,1999,11,17,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane ,Lili ,0,0,2002,9,24,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane ,Ivan ,0,0,2004,9,8,VCT ,St Vincent and The Grenadines ,Caribbean ,Americas 
Hurricane ,Emily ,0,0,2005,7,14,VCT ,St Vincent and the Grenadines ,Caribbean ,Americas 
Storm , ,33,0,2002,9,27,SDN ,Sudan ,North Africa ,Africa 
Cyclone ,Domoina ,53,54152,1984,1,28,SWZ ,Swaziland ,Southern Africa ,Africa 
Storm , ,0,0,2005,1,23,SWZ ,Swaziland ,Southern Africa ,Africa 
Winter ,Capella ,0,0,1976,1,2,SWE ,Sweden ,European Union ,Europe 
Storm , ,1,0,2002,10,27,SWE ,Sweden ,European Union ,Europe 
Storm , ,7,0,2005,1,7,SWE ,Sweden ,European Union ,Europe 
Winter , ,0,0,1976,1,0,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,1000,1982,7,0,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,1000,1983,8,0,CHE ,Switzerland ,Rest of Europe ,Europe 
Winter , ,0,0,1983,1,15,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,9600,1984,7,25,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,2000,1985,8,15,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,105000,1986,8,0,CHE ,Switzerland ,Rest of Europe ,Europe 
Winter , ,0,0,1986,10,20,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,1,138900,1987,7,6,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,77800,1990,7,29,CHE ,Switzerland ,Rest of Europe ,Europe 
Winter ,Daria ,4,190960,1990,1,0,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,1760,1993,5,19,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm ,Lothar ,11,362855,1999,12,26,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,1,0,2002,10,27,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,0,2949,2003,1,2,CHE ,Switzerland ,Rest of Europe ,Europe 
Storm , ,27,0,2001,2,21,SYR ,Syrian Arab Rep ,West Asia ,Asia 
Storm , ,5,0,2004,2,22,SYR ,Syrian Arab Rep ,West Asia ,Asia 
Typhoon , ,1000,20000,1911,8,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,1000,0,1924,8,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,100,0,1951,9,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,67,0,1953,11,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,31,0,1958,7,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Ellen ,1046,50000,1959,8,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,199,0,1960,8,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,106,0,1961,9,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,107,0,1962,8,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Dinah ,31,0,1965,6,10,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Mary ,24,0,1965,8,19,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Judy ,36,17322,1966,5,30,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Carla ,69,0,1967,10,17,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Elsie & Flossie ,194,88000,1969,9,25,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,75,0,1969,10,0,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Thelma & Vera ,61,250000,1977,7,25,TWN ,Taiwan (China) ,East Asia ,Asia 
Storm , ,26,0,1981,7,19,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Ellen ,82,0,1983,9,9,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Wayne ,52,405000,1986,8,22,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Abby ,13,80000,1986,9,19,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Lynn ,61,0,1987,10,24,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Sarah ,13,0,1989,9,11,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon , ,5,0,1990,6,23,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Dot ,0,0,1990,9,8,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Fred ,33,0,1991,8,15,TWN ,Taiwan (China) ,East Asia ,Asia 
Tropical storm ,Polly ,8,35000,1992,8,29,TWN ,Taiwan (China) ,East Asia ,Asia 
Typhoon ,Doug ,16,232000,1994,8,8,TWN ,Taiwan (China) ,East Asia ,Asia 
